Attendance,StudyHours,PreviousSGPA,SkillDevelopmentHours,SocialMediaHours,EnglishProficiency,Scholarship,CoCurricular,HealthIssues,FamilyIncome,CreditsCompleted,CurrentSemester,CurrentCGPA,PerformanceCategory
99,3,7.78,1,2,Basic,No,No,No,62488,105,10,7.5,Average
100,4,7.45,1,2,Basic,Yes,Yes,No,30000,11,2,7.45,Average
100,3,8.58,3,6,Basic,Yes,No,No,25000,12,2,8.58,Good
90,9,9.95,2,3,Advance,Yes,Yes,No,40000,28,2,9.95,Excellent
90,2,7.7,3,2,Basic,No,Yes,No,50000,89,9,7.88,Average
100,2,7.75,5,2,Intermediate,No,Yes,Yes,20000,122,11,7.9,Average
95,3,5.93,1,1,Basic,No,No,No,50000,31,4,6.15,At Risk
85,4,0.0,2,2,Intermediate,Yes,Yes,No,30000,0,1,0.0,At Risk
90,1,8.95,1,2,Basic,Yes,No,No,40000,12,2,8.95,Good
100,4,8.4,4,3,Advance,Yes,Yes,Yes,80000,87,8,8.68,Good
95,3,0.0,1,2,Advance,Yes,No,No,150000,0,1,0.0,At Risk
95,2,0.0,2,1,Intermediate,Yes,No,No,45000,0,1,0.0,At Risk
62,4,0.0,2,2,Basic,Yes,Yes,No,20000,0,1,0.0,At Risk
90,3,7.25,2,3,Intermediate,No,Yes,Yes,60000,36,5,5.48,At Risk
90,4,8.3,1,3,Intermediate,No,Yes,No,30000,12,2,8.12,Good
0,6,8.25,1,2,Intermediate,No,No,No,36000,90,8,7.88,Average
95,4,9.8,6,3,Intermediate,No,No,No,30000,123,10,9.45,Excellent
80,1,7.0,4,12,Intermediate,No,No,Yes,20000,115,24,6.25,At Risk
98,3,8.32,2,3,Intermediate,Yes,Yes,No,20000,12,2,7.25,Average
87,3,8.85,3,1,Intermediate,Yes,No,No,30000,87,8,8.5,Good
98,5,9.15,2,2,Intermediate,Yes,No,No,38000,87,8,9.52,Excellent
80,2,9.45,3,2,Intermediate,No,Yes,No,15000,124,11,7.82,Average
99,5,9.55,1,3,Intermediate,No,Yes,Yes,15000,89,8,9.52,Excellent
95,4,10.0,4,1,Intermediate,Yes,Yes,Yes,50000,118,11,9.83,Excellent
80,4,8.85,2,1,Basic,Yes,Yes,Yes,20000,11,2,8.85,Good
95,4,6.38,2,2,Basic,Yes,No,No,20000,11,2,6.38,At Risk
90,3,8.5,2,2,Advance,Yes,No,Yes,12000,136,12,8.5,Good
90,3,9.12,2,5,Intermediate,No,No,No,30000,126,11,8.98,Good
94,3,9.05,2,4,Intermediate,Yes,No,No,30000,85,8,9.05,Good
90,2,9.25,1,1,Basic,No,No,No,30000,101,9,8.62,Good
95,3,8.75,1,2,Intermediate,Yes,Yes,No,55000,89,7,8.75,Good
100,5,8.7,4,3,Intermediate,Yes,No,No,50000,11,2,8.7,Good
100,3,7.52,2,3,Intermediate,No,Yes,No,50000,112,10,7.3,Average
100,4,9.65,2,3,Intermediate,Yes,Yes,No,60000,129,11,8.9,Good
98,4,8.45,2,10,Intermediate,Yes,No,No,15000,117,10,9.52,Excellent
90,5,7.68,1,2,Intermediate,Yes,No,No,500000,75,8,8.55,Good
96,3,8.98,3,5,Intermediate,Yes,No,No,20000,119,11,8.9,Good
90,2,6.48,4,6,Intermediate,No,Yes,No,50000,130,11,7.65,Average
99,2,8.25,0,2,Intermediate,No,No,No,15000,130,11,8.1,Average
99,4,9.3,2,10,Intermediate,Yes,Yes,No,62488,127,11,9.45,Excellent
100,3,9.75,1,2,Basic,Yes,No,No,40000,11,1,9.75,Excellent
75,2,6.38,1,5,Basic,No,Yes,No,20000,120,13,6.62,At Risk
85,4,7.5,3,2,Basic,Yes,No,No,20000,36,4,7.0,Average
80,4,5.0,1,2,Basic,Yes,No,No,25000,24,4,6.48,At Risk
95,5,9.9,4,2,Intermediate,Yes,No,Yes,200000,135,11,9.75,Excellent
80,2,9.25,1,1,Intermediate,Yes,No,No,25000,10,2,9.25,Good
90,5,8.25,3,7,Basic,No,No,No,35000,11,1,8.25,Good
95,5,8.0,2,2,Intermediate,No,Yes,Yes,62488,90,7,8.77,Good
90,4,8.92,4,3,Intermediate,Yes,No,No,35000,23,3,9.18,Good
100,3,8.43,1,1,Intermediate,No,Yes,No,40000,140,11,7.78,Average
97,4,7.92,2,1,Advance,Yes,Yes,No,30000,20,3,7.12,Average
90,1,8.75,1,1,Basic,No,No,No,10000,11,1,8.62,Good
90,4,9.45,3,1,Basic,No,No,No,25000,28,1,9.45,Excellent
87,2,9.75,3,1,Intermediate,Yes,Yes,Yes,40000,128,10,8.98,Good
50,4,7.35,1,4,Intermediate,No,No,No,62488,23,3,6.25,At Risk
80,3,7.22,2,5,Basic,Yes,No,No,20000,65,5,7.0,Average
90,4,4.5,1,2,Intermediate,No,No,No,20000,23,4,6.4,At Risk
85,4,6.95,4,3,Intermediate,No,No,No,30000,78,8,9.38,Excellent
100,1,3.62,4,2,Basic,No,No,No,30000,50,6,5.95,At Risk
100,5,6.12,2,2,Intermediate,No,Yes,No,34000,116,10,8.85,Good
80,6,3.62,1,4,Advance,Yes,Yes,No,35000,116,10,6.12,At Risk
100,3,5.0,2,7,Intermediate,No,No,No,35000,78,6,7.98,Average
100,1,7.22,2,8,Advance,Yes,No,No,36000,140,11,9.98,Excellent
70,2,7.2,1,8,Intermediate,No,No,No,36000,116,10,9.38,Excellent
60,3,4.68,2,7,Basic,No,Yes,No,37000,101,7,7.45,Average
54,1,6.1,3,3,Advance,No,Yes,No,39000,127,9,8.82,Good
90,4,7.0,1,2,Intermediate,No,No,Yes,40000,126,10,9.12,Good
100,6,5.28,2,2,Intermediate,No,No,No,40000,103,7,8.68,Good
87,4,5.93,2,3,Advance,No,No,No,41000,67,5,8.73,Good
87,3,6.88,2,3,Intermediate,No,No,No,44000,116,9,9.5,Excellent
100,3,4.95,3,4,Intermediate,No,No,No,44000,117,9,7.28,Average
100,2,6.6,2,3,Intermediate,No,Yes,No,44000,136,11,9.25,Good
77,6,4.42,6,11,Intermediate,No,Yes,No,45000,133,9,6.65,At Risk
95,4,5.48,1,7,Intermediate,No,Yes,No,45000,42,5,6.92,Average
70,5,5.48,3,7,Advance,Yes,Yes,No,45000,63,6,7.98,Average
86,3,4.95,2,9,Intermediate,No,No,Yes,45000,119,8,7.45,Average
78,4,4.58,4,2,Intermediate,No,Yes,No,45000,97,9,7.25,Average
100,3,4.68,2,9,Intermediate,No,No,No,46000,139,9,7.05,Average
68,1,6.62,2,3,Intermediate,No,No,No,49000,136,11,9.28,Good
90,6,5.48,5,4,Advance,Yes,No,No,50000,122,11,8.62,Good
100,3,6.25,1,4,Intermediate,Yes,No,No,50000,46,4,8.5,Good
100,2,7.05,4,3,Intermediate,No,No,No,50000,136,11,9.62,Excellent
50,2,3.35,2,2,Basic,No,No,No,50000,98,8,6.7,At Risk
78,1,6.7,2,4,Basic,No,No,No,50000,80,5,9.48,Excellent
80,2,4.92,1,1,Intermediate,No,Yes,no,52000,79,10,7.45,Average
100,5,6.9,4,3,Advance,Yes,No,No,52000,127,9,9.65,Excellent
45,4,4.3,2,7,Advance,No,Yes,No,54000,140,10,6.98,Average
100,2,6.55,4,2,Basic,No,Yes,No,55000,136,10,9.38,Excellent
87,2,3.78,4,2,Advance,No,No,No,55000,99,7,6.48,At Risk
95,2,3.62,2,2,Intermediate,No,No,No,55000,65,5,6.32,At Risk
100,2,5.4,2,4,Intermediate,No,No,No,57000,66,5,8.1,Average
100,2,6.4,2,2,Intermediate,No,Yes,No,58000,65,6,9.05,Good
100,1,4.92,3,7,Advance,Yes,No,No,59000,136,11,7.75,Average
90,2,5.82,1,3,Intermediate,No,Yes,No,60000,32,7,8.28,Good
100,2,4.0,2,3,Intermediate,No,No,No,60000,136,11,6.7,At Risk
80,4,5.28,3,6,Intermediate,No,Yes,No,60000,97,7,8.05,Average
100,3,2.97,2,7,Basic,No,Yes,No,60000,103,7,5.4,At Risk
100,4,6.62,2,5,Advance,No,No,No,61000,121,9,9.45,Excellent
100,2,6.68,1,2,Intermediate,No,Yes,No,61000,135,10,9.25,Good
46,3,6.1,2,3,Intermediate,No,No,No,64000,144,11,8.77,Good
75,3,4.12,1,3,Advance,No,Yes,No,65000,143,11,6.7,At Risk
78,2,6.35,2,3,Intermediate,No,Yes,No,65000,78,10,9.02,Good
100,2,6.25,2,2,Advance,No,Yes,No,65000,136,11,9.02,Good
100,4,5.18,2,8,Intermediate,No,Yes,No,66000,84,6,8.48,Good
100,4,4.42,1,6,Advance,No,No,No,66000,119,8,6.6,At Risk
90,3,5.28,2,5,Intermediate,Yes,No,No,66000,102,7,8.02,Average
46,2,5.82,4,2,Intermediate,No,Yes,No,66000,63,5,8.52,Good
100,3,6.92,4,3,Basic,No,Yes,No,66000,58,5,9.6,Excellent
100,4,7.18,3,2,Advance,Yes,No,No,67000,136,11,9.95,Excellent
100,3,5.48,2,7,Intermediate,No,No,No,68000,116,10,8.58,Good
100,2,5.28,2,8,Advance,No,No,No,68000,132,10,8.48,Good
51,1,6.28,4,2,Intermediate,No,Yes,Yes,68000,136,11,8.92,Good
100,3,5.55,2,3,Basic,No,Yes,No,68000,100,9,8.45,Good
34,2,4.65,3,2,Intermediate,No,No,No,68000,88,8,7.28,Average
50,1,4.68,1,8,Basic,No,Yes,No,68000,100,9,7.38,Average
87,5,7.2,2,3,Basic,Yes,No,No,68000,88,8,9.78,Excellent
99,3,4.77,1,6,Intermediate,No,No,No,70000,123,10,7.75,Average
100,3,4.53,2,2,Intermediate,No,No,No,70000,101,8,7.25,Average
56,2,4.3,2,2,Intermediate,No,No,Yes,70000,80,6,7.0,Average
76,1,3.9,2,3,Intermediate,No,No,No,70000,70,9,6.57,At Risk
100,1,5.58,2,4,Basic,No,Yes,Yes,70000,98,6,8.48,Good
100,2,6.68,2,3,Intermediate,No,No,No,70000,70,6,9.35,Good
63,4,4.12,2,4,Intermediate,No,No,Yes,70000,35,3,7.18,Average
90,2,6.1,2,6,Advance,No,No,No,71000,23,9,9.7,Excellent
68,4,3.9,4,3,Intermediate,No,Yes,No,74000,70,6,6.57,At Risk
80,6,5.52,4,4,Intermediate,No,No,Yes,75000,116,10,8.02,Average
100,1,6.52,1,3,Intermediate,No,No,No,75000,136,11,9.2,Good
100,3,6.02,2,2,Basic,No,No,No,76000,116,10,8.75,Good
100,2,3.92,2,3,Advance,No,Yes,No,76000,100,9,6.65,At Risk
100,4,6.82,2,2,Advance,Yes,Yes,No,76000,100,9,9.5,Excellent
100,2,7.18,4,2,Advance,No,No,Yes,76000,100,9,9.83,Excellent
100,3,3.9,3,3,Intermediate,No,No,No,76000,71,5,6.65,At Risk
100,3,7.18,3,8,Advance,No,No,Yes,77000,143,6,9.95,Excellent
89,3,4.47,1,7,Advance,No,No,No,77000,104,8,7.12,Average
100,7,7.2,2,3,Advance,Yes,No,No,77000,139,10,9.83,Excellent
100,4,6.95,1,2,Intermediate,No,No,Yes,77000,120,9,9.6,Excellent
98,1,5.9,3,4,Basic,Yes,Yes,Yes,77000,70,6,7.98,Average
100,3,5.07,3,4,Intermediate,No,No,No,78000,65,7,7.88,Average
78,5,7.08,4,1,Basic,Yes,Yes,No,79000,143,11,9.75,Excellent
100,5,6.1,1,4,Advance,Yes,Yes,No,79000,88,7,9.45,Excellent
50,5,4.15,3,5,Intermediate,No,No,No,79000,97,7,7.48,Average
80,6,6.35,2,3,Advance,No,Yes,No,80000,126,10,9.4,Excellent
99,2,6.98,1,4,Intermediate,Yes,No,No,80000,125,11,8.98,Good
77,2,3.88,2,6,Basic,No,No,No,80000,144,11,6.68,At Risk
100,4,3.12,2,2,Advance,No,No,Yes,80000,101,8,6.42,At Risk
100,4,6.4,2,2,Advance,No,No,no,80000,131,10,9.02,Good
100,4,6.6,1,3,Intermediate,No,Yes,No,81000,99,8,9.25,Good
78,3,3.62,2,7,Advance,Yes,Yes,Yes,82000,142,10,6.68,At Risk
70,3,3.9,3,3,Basic,No,No,Yes,85000,133,10,7.18,Average
70,6,5.25,5,5,Intermediate,Yes,No,No,85000,86,6,8.43,Good
60,2,5.25,1,3,Intermediate,No,No,No,85000,77,3,8.2,Good
100,2,3.85,4,2,Intermediate,No,No,No,86000,137,10,6.6,At Risk
80,1,5.98,1,2,Basic,No,Yes,Yes,87000,45,10,8.58,Good
80,4,6.28,3,2,Advance,No,No,No,87000,103,8,9.68,Excellent
79,2,7.02,2,1,Basic,Yes,Yes,No,87000,143,11,9.72,Excellent
88,2,6.12,1,2,Advance,No,No,No,88000,117,9,8.85,Good
100,3,6.65,2,3,Intermediate,No,Yes,Yes,88000,98,8,9.3,Good
80,6,5.1,1,4,Intermediate,Yes,Yes,Yes,89000,100,9,8.07,Average
100,4,5.72,2,6,Advance,No,Yes,No,89000,100,8,8.9,Good
88,4,6.38,3,7,Advance,No,No,No,89000,137,8,9.43,Excellent
100,4,7.25,3,2,Advance,Yes,Yes,Yes,90000,135,11,9.72,Excellent
100,3,5.85,2,3,Intermediate,No,Yes,No,90000,143,11,8.55,Good
100,3,5.2,2,4,Advance,No,No,No,90000,138,10,7.78,Average
100,3,6.28,3,10,Advance,No,No,No,90000,130,9,8.75,Good
100,4,5.32,3,8,Intermediate,No,No,No,90000,107,5,8.32,Good
35,2,3.58,1,2,Intermediate,No,No,No,91000,143,11,6.4,At Risk
100,2,3.15,1,3,Intermediate,No,Yes,No,93000,59,4,5.82,At Risk
56,2,3.9,4,3,Advance,No,No,No,95000,130,9,6.5,At Risk
100,2,4.38,4,1,Basic,No,No,No,98000,137,10,7.02,Average
100,2,4.4,3,7,Basic,No,Yes,No,100000,144,11,7.18,Average
100,6,3.35,2,4,Intermediate,No,Yes,No,100000,96,5,6.32,At Risk
100,5,7.28,3,4,Advance,No,No,No,100000,119,8,9.88,Excellent
45,2,6.15,4,2,Intermediate,No,Yes,Yes,100000,140,10,8.8,Good
70,3,4.18,3,7,Intermediate,No,No,No,100000,75,5,7.45,Average
100,2,6.65,3,2,Intermediate,Yes,Yes,Yes,100000,12,2,6.65,At Risk
65,1,6.62,2,3,Advance,No,Yes,N,110000,140,10,9.2,Good
100,2,7.0,4,5,Intermediate,No,No,No,110000,77,6,9.78,Excellent
100,5,3.65,1,6,Intermediate,No,Yes,No,110000,101,8,6.68,At Risk
89,2,4.18,4,2,Intermediate,No,No,No,110000,134,10,6.82,At Risk
62,3,3.38,1,3,Advance,No,Yes,No,114000,77,6,6.45,At Risk
78,3,6.4,2,2,Advance,No,No,No,115000,88,7,9.15,Good
100,1,6.68,3,5,Advance,No,No,No,115000,32,3,9.45,Excellent
41,2,6.4,2,1,Advance,No,Yes,No,116000,68,5,9.02,Good
86,2,6.68,2,2,Intermediate,No,No,No,117000,140,10,9.38,Excellent
100,3,6.15,1,2,Basic,No,No,No,120000,89,6,8.88,Good
83,1,3.6,2,3,Intermediate,No,Yes,No,123000,136,10,6.62,At Risk
100,3,6.32,4,1,Basic,No,Yes,No,128000,143,11,9.05,Good
100,2,6.98,3,5,Basic,No,Yes,No,130000,141,11,9.7,Excellent
100,3,6.88,4,3,Intermediate,Yes,Yes,No,130000,103,9,9.55,Excellent
100,1,4.2,4,2,Advance,No,Yes,Yes,130000,88,6,6.82,At Risk
77,4,4.18,4,2,Intermediate,No,No,No,130000,58,5,6.92,Average
84,2,4.4,4,3,Advance,Yes,No,No,134000,122,10,7.0,Average
100,4,7.2,2,4,Advance,No,No,No,135000,139,10,9.75,Excellent
100,2,6.35,2,3,Basic,No,No,No,135000,143,11,9.02,Good
100,4,4.4,2,1,Advance,No,Yes,No,135000,121,9,7.05,Average
100,3,6.35,2,2,Intermediate,No,Yes,Yes,135000,97,8,9.1,Good
100,3,3.85,1,2,Intermediate,No,Yes,No,144000,143,11,6.7,At Risk
35,2,3.65,2,2,Intermediate,No,Yes,Yes,144000,119,9,6.25,At Risk
100,6,7.28,4,7,Advance,Yes,No,No,150000,141,11,9.93,Excellent
100,3,4.5,2,3,Advance,No,Yes,No,155000,116,9,7.22,Average
100,5,6.95,4,3,Intermediate,Yes,Yes,No,158000,89,8,9.5,Excellent
67,3,4.12,2,8,Advance,Yes,Yes,No,165000,64,5,6.4,At Risk
100,2,5.8,2,4,Advance,Yes,Yes,No,170000,113,8,9.68,Excellent
35,3,3.92,2,1,Advance,No,No,No,170000,143,11,6.57,At Risk
100,3,7.12,4,3,Intermediate,Yes,Yes,No,190000,100,8,9.83,Excellent
68,3,6.85,4,1,Intermediate,No,No,No,190000,137,10,9.6,Excellent
100,3,5.32,3,7,Intermediate,No,Yes,No,235000,107,7,7.57,Average
100,6,7.28,4,1,Advance,Yes,Yes,No,250000,81,5,9.78,Excellent
100,3,3.58,1,2,Intermediate,No,No,No,255000,143,11,6.22,At Risk
86,2,4.95,3,5,Basic,No,No,No,300000,145,11,7.22,Average
100,1,7.28,1,5,Basic,Yes,No,No,10000,103,9,9.72,Excellent
95,2,6.25,1,3,Intermediate,Yes,No,No,25000,128,11,8.7,Good
100,5,7.12,3,5,Intermediate,No,Yes,No,25000,28,2,9.12,Good
90,5,5.5,2,6,Basic,No,Yes,Yes,28000,60,9,8.75,Good
99,3,6.2,3,5,Advance,Yes,Yes,No,30000,105,10,8.7,Good
98,4,7.18,2,3,Intermediate,No,No,No,30000,138,10,9.83,Excellent
99,2,6.4,2,4,Intermediate,Yes,No,No,30000,54,5,8.38,Good
100,4,5.78,1,7,Intermediate,No,No,No,30000,109,7,8.62,Good
100,3,6.12,2,3,Basic,No,No,No,32000,143,11,8.9,Good
90,4,5.22,2,5,Intermediate,No,Yes,Yes,34000,100,7,8.35,Good
65,3,6.12,2,3,Intermediate,No,Yes,Yes,37000,144,11,8.88,Good
72,2,6.68,4,3,Intermediate,No,No,No,37000,143,11,9.43,Excellent
42,2,4.72,3,3,Advance,No,No,Yes,37000,97,6,7.43,Average
68,2,6.68,4,3,Basic,No,Yes,No,38000,90,8,9.35,Good
47,2,6.85,2,2,Intermediate,Yes,No,No,39000,68,5,9.5,Excellent
90,3,4.03,2,8,Advance,No,No,No,40000,123,10,7.2,Average
86,4,6.35,4,2,Intermediate,No,No,No,40000,144,11,9.07,Good
79,2,3.65,2,3,Intermediate,No,No,No,40000,139,10,6.38,At Risk
100,2,6.62,4,2,Intermediate,Yes,No,No,40000,138,10,9.48,Excellent
46,3,4.7,2,3,Advance,No,Yes,No,42000,124,9,7.3,Average
78,2,6.92,1,3,Advance,Yes,Yes,no,42000,77,6,9.5,Excellent
90,4,4.95,2,6,Intermediate,No,No,No,45000,66,5,7.43,Average
23,2,4.53,4,3,Basic,No,No,No,45000,72,5,7.2,Average
55,2,7.18,1,3,Advance,No,No,No,46000,125,9,9.75,Excellent
100,2,4.4,8,4,Intermediate,No,No,No,46000,27,4,6.68,At Risk
32,3,5.85,2,2,Intermediate,No,Yes,No,47000,109,7,8.5,Good
100,5,5.18,1,5,Intermediate,No,No,No,48000,132,9,8.2,Good
89,2,6.12,4,2,Intermediate,No,No,Yes,48000,132,10,8.77,Good
68,5,6.65,2,3,Intermediate,No,No,No,48000,135,11,9.48,Excellent
100,6,6.92,4,2,Intermediate,Yes,No,No,49000,144,11,9.62,Excellent
100,5,6.57,2,3,Basic,No,No,No,49000,75,6,9.25,Good
80,3,7.02,2,2,Advance,Yes,Yes,No,50000,135,8,9.48,Excellent
100,2,6.1,1,3,Intermediate,No,No,No,50000,56,6,8.6,Good
70,1,6.25,5,5,Advance,No,Yes,No,50000,66,7,8.05,Average
100,2,6.38,1,6,Advance,No,Yes,No,50000,112,7,9.5,Excellent
100,3,5.55,2,5,Basic,No,No,No,50000,79,5,8.38,Good
100,3,6.4,2,3,Basic,No,Yes,No,53000,108,9,9.1,Good
100,3,4.97,2,7,Intermediate,No,No,No,55000,121,8,7.5,Average
34,3,3.9,1,2,Intermediate,No,No,No,55000,143,11,6.55,At Risk
79,4,6.68,2,2,Advance,No,No,No,55000,143,11,9.43,Excellent
100,4,5.78,2,6,Advance,No,Yes,No,55000,138,9,8.6,Good
76,2,3.15,4,3,Intermediate,No,Yes,No,56000,143,11,5.93,At Risk
66,1,3.88,4,4,Basic,No,Yes,No,57000,143,11,6.95,Average
100,2,6.6,4,2,Advance,No,Yes,No,59000,129,9,9.28,Good
100,1,6.9,2,2,Advance,No,Yes,No,59000,134,10,9.52,Excellent
88,4,4.05,1,7,Basic,No,Yes,No,60000,99,8,6.12,At Risk
80,2,7.2,2,4,Basic,Yes,Yes,No,60000,109,11,9.0,Good
90,3,6.52,4,6,Intermediate,No,Yes,No,60000,130,5,8.92,Good
100,1,7.12,2,2,Intermediate,Yes,Yes,No,60000,66,7,9.48,Excellent
100,5,5.48,1,10,Advance,No,No,No,60000,111,12,9.25,Good
60,2,4.75,2,4,Intermediate,No,Yes,No,60000,97,7,7.02,Average
75,5,4.72,3,7,Advance,No,Yes,Yes,60000,117,8,7.7,Average
100,1,6.92,1,10,Advance,No,No,No,60000,136,10,9.52,Excellent
95,2,3.5,1,8,Intermediate,No,Yes,Yes,60000,61,6,7.38,Average
50,5,4.4,1,4,Advance,Yes,No,No,60000,68,6,7.18,Average
100,5,6.65,1,2,Advance,Yes,No,No,60000,102,7,9.57,Excellent
35,2,3.9,1,2,Intermediate,No,No,No,62000,107,9,6.55,At Risk
100,3,7.18,4,3,Intermediate,No,No,No,62000,61,5,9.78,Excellent
87,4,5.22,3,7,Intermediate,Yes,No,No,64000,129,10,8.07,Average
86,5,3.9,2,2,Advance,No,Yes,No,64000,120,9,6.65,At Risk
100,7,6.95,2,3,Intermediate,Yes,No,Yes,65000,138,10,9.72,Excellent
67,1,6.12,2,2,Intermediate,No,Yes,No,65000,103,9,8.77,Good
95,3,6.95,1,3,Advance,No,No,No,65000,35,3,9.72,Excellent
100,5,4.18,2,3,Intermediate,No,No,Yes,66000,143,11,6.82,At Risk
100,2,3.88,4,9,Advance,No,Yes,No,66000,134,10,6.7,At Risk
77,2,4.68,2,10,Advance,No,No,No,66000,35,2,7.2,Average
85,4,3.9,4,2,Advance,No,Yes,No,66000,65,5,6.57,At Risk
100,2,6.75,1,6,Intermediate,No,No,No,67000,66,7,8.75,Good
89,2,6.9,4,2,Intermediate,No,No,No,67000,113,9,9.5,Excellent
68,2,3.62,4,3,Intermediate,No,Yes,No,67000,88,8,6.4,At Risk
90,5,3.88,2,6,Advance,No,Yes,No,68000,77,8,6.9,Average
87,2,6.68,4,2,Intermediate,No,No,No,68000,101,9,9.32,Good
86,2,7.15,1,3,Advance,No,Yes,Yes,68000,119,9,9.75,Excellent
80,4,5.07,3,2,Intermediate,No,No,Yes,70000,59,6,8.12,Good
95,4,5.78,2,7,Advance,No,No,No,70000,140,10,9.12,Good
100,4,6.65,3,3,Advance,Yes,Yes,No,70000,109,8,9.45,Excellent
100,6,5.28,2,3,Intermediate,No,No,No,70000,87,5,8.15,Good
100,3,4.18,4,3,Intermediate,No,No,No,70000,77,5,6.75,At Risk
97,3,6.0,3,5,Advance,Yes,Yes,No,71000,139,11,8.6,Good
30,3,3.88,1,10,Basic,No,No,No,73000,34,3,7.02,Average
90,5,6.38,1,9,Intermediate,Yes,Yes,No,73000,72,5,8.98,Good
87,1,6.12,4,3,Intermediate,No,Yes,No,74000,123,9,8.9,Good
100,6,6.92,3,2,Advance,Yes,No,No,75000,139,11,9.68,Excellent
100,3,6.32,2,3,Intermediate,No,Yes,No,75000,95,8,9.0,Good
43,3,4.12,2,3,Intermediate,No,Yes,Yes,75000,73,6,6.78,At Risk
70,3,5.8,3,9,Basic,No,No,Yes,77000,46,4,9.2,Good
76,1,6.52,2,2,Intermediate,No,Yes,No,77000,144,11,9.25,Good
54,2,3.88,4,3,Intermediate,No,Yes,No,77000,143,11,6.52,At Risk
100,4,5.58,2,8,Intermediate,No,Yes,No,77000,45,4,9.18,Good
60,1,6.12,3,3,Advance,No,Yes,No,78000,122,12,8.35,Good
90,1,5.28,1,3,Intermediate,No,No,Yes,78000,132,11,8.9,Good
77,3,3.98,1,5,Intermediate,No,No,No,78000,132,10,6.55,At Risk
100,5,6.4,4,3,Advance,No,Yes,No,78000,143,11,9.18,Good
100,6,6.9,1,3,Advance,No,Yes,No,78000,97,6,9.43,Excellent
100,2,6.9,4,3,Intermediate,No,Yes,No,78000,124,9,9.5,Excellent
100,3,6.52,4,2,Intermediate,No,No,No,79000,98,8,9.25,Good
100,1,6.88,4,3,Basic,Yes,No,No,79000,143,11,9.65,Excellent
90,2,4.95,3,3,Basic,Yes,Yes,No,80000,125,10,7.78,Average
100,6,6.92,3,3,Advance,Yes,No,No,80000,125,9,9.68,Excellent
78,2,4.47,2,5,Intermediate,No,Yes,No,80000,71,5,7.05,Average
100,3,4.7,2,2,Intermediate,No,No,No,80000,74,6,7.28,Average
71,3,5.95,1,7,Intermediate,No,Yes,Yes,81000,109,8,8.73,Good
100,4,5.2,1,5,Intermediate,No,No,No,83000,113,9,8.02,Average
70,5,4.72,1,7,Intermediate,No,No,No,86000,56,4,8.5,Good
31,2,3.02,1,5,Advance,No,Yes,No,87000,139,6,6.18,At Risk
60,3,4.53,2,6,Intermediate,No,Yes,No,87000,117,8,7.15,Average
100,5,6.12,3,8,Advance,No,Yes,Yes,87000,124,8,9.2,Good
100,2,3.9,2,2,Intermediate,No,Yes,No,88000,143,11,6.65,At Risk
100,3,4.0,2,3,Advance,No,Yes,No,88000,143,11,6.7,At Risk
56,2,4.53,2,3,Advance,No,No,No,88000,144,11,7.22,Average
100,3,4.4,5,2,Intermediate,No,No,No,88000,96,7,7.02,Average
86,2,3.92,4,2,Basic,No,No,No,89000,135,10,6.62,At Risk
100,3,5.12,2,5,Advance,No,Yes,No,90000,85,10,8.62,Good
67,3,5.95,2,1,Advance,No,No,No,90000,130,9,8.68,Good
100,2,6.68,1,2,Advance,No,Yes,No,90000,93,8,9.32,Good
100,3,3.9,2,2,Intermediate,No,No,No,90000,71,6,6.68,At Risk
100,2,4.77,1,3,Advance,No,Yes,No,94000,109,9,7.4,Average
70,3,4.72,2,2,Intermediate,No,Yes,Yes,95000,113,9,7.95,Average
100,4,6.9,1,6,Advance,No,No,No,95000,109,7,9.7,Excellent
100,3,6.9,2,3,Intermediate,No,Yes,No,96000,144,11,9.6,Excellent
76,5,6.75,1,2,Advance,Yes,Yes,No,97000,78,6,9.68,Excellent
100,2,6.4,2,3,Intermediate,No,No,No,98000,143,11,9.1,Good
78,1,4.53,1,2,Intermediate,No,No,No,98000,71,5,7.1,Average
98,2,6.32,3,8,Basic,No,No,Yes,100000,76,8,8.4,Good
90,2,6.35,2,7,Basic,No,Yes,No,100000,84,5,8.92,Good
80,4,6.12,1,4,Intermediate,No,Yes,No,100000,16,6,8.75,Good
100,8,7.28,4,2,Advance,Yes,No,No,100000,97,8,10.0,Excellent
54,1,6.68,4,2,Intermediate,No,Yes,No,100000,78,6,9.43,Excellent
77,5,5.82,2,8,Intermediate,No,No,No,110000,144,11,9.7,Excellent
100,1,7.18,4,3,Basic,No,Yes,No,110000,140,10,9.78,Excellent
100,3,5.22,4,9,Advance,No,Yes,No,110000,119,10,8.07,Average
77,2,4.18,2,3,Intermediate,No,Yes,No,112000,124,9,6.82,At Risk
45,1,2.88,1,10,Intermediate,No,Yes,No,112000,75,5,5.98,At Risk
100,2,6.4,4,3,Advance,No,No,No,113000,68,5,9.1,Good
100,3,4.97,3,3,Basic,No,No,No,120000,88,7,7.35,Average
100,6,6.95,3,4,Intermediate,Yes,Yes,No,120000,29,2,9.5,Excellent
100,3,5.52,1,7,Intermediate,No,Yes,No,122000,137,10,8.25,Good
100,3,3.65,1,3,Advance,No,No,No,122000,143,11,6.28,At Risk
64,2,6.68,4,2,Intermediate,Yes,No,Yes,127000,136,10,9.45,Excellent
100,5,5.8,2,7,Intermediate,No,No,No,130000,123,9,9.45,Excellent
